oa_code,All people aged 16 to 74 in employment,All people: Part-time: 15 hours or less,All people: Part-time: 16 to 30 hours,All people: Full-time: 31 to 48 hours,All people: Full-time: 49 hours or more,All males aged 16 to 74 in employment,All males: Part-time: 15 hours or less,All males: Part-time: 16 to 30 hours,All males: Full-time: 31 to 48 hours,All males: Full-time: 49 hours or more,All females aged 16 to 74 in employment,All females: Part-time: 15 hours or less,All females: Part-time: 16 to 30 hours,All females: Full-time: 31 to 48 hours,All females: Full-time: 49 hours or more
S00132462,19,-,7,11,1,10,-,1,8,1,9,-,6,3,-
S00132463,25,1,7,16,1,13,-,3,10,-,12,1,4,6,1
S00132464,48,1,4,37,6,28,1,1,21,5,20,-,3,16,1
S00132465,24,1,3,18,2,14,-,2,10,2,10,1,1,8,-
S00132466,47,3,7,31,6,32,1,3,22,6,15,2,4,9,-
S00132467,38,2,12,22,2,20,1,2,15,2,18,1,10,7,-
S00132468,32,2,10,20,-,15,1,-,14,-,17,1,10,6,-
S00132469,63,5,7,45,6,31,-,2,24,5,32,5,5,21,1
S00132470,33,1,10,18,4,17,-,1,12,4,16,1,9,6,-
S00132471,68,2,11,50,5,37,-,3,29,5,31,2,8,21,-
S00132472,38,1,11,24,2,19,-,3,14,2,19,1,8,10,-
S00132473,40,1,13,24,2,19,-,4,14,1,21,1,9,10,1
S00132474,16,1,2,13,-,8,1,-,7,-,8,-,2,6,-
S00132475,12,-,-,10,2,10,-,-,8,2,2,-,-,2,-
S00132476,32,2,8,19,3,17,-,2,12,3,15,2,6,7,-
S00132477,52,3,9,37,3,25,-,2,20,3,27,3,7,17,-
S00132478,47,3,11,29,4,26,-,2,21,3,21,3,9,8,1
S00132479,77,5,17,52,3,31,2,1,25,3,46,3,16,27,-
S00132480,31,-,8,22,1,14,-,1,13,-,17,-,7,9,1
S00132481,51,3,6,41,1,30,1,-,28,1,21,2,6,13,-
S00132482,56,1,11,39,5,28,-,1,22,5,28,1,10,17,-
S00132483,20,2,5,13,-,9,-,1,8,-,11,2,4,5,-
S00132484,107,10,25,60,12,56,1,9,35,11,51,9,16,25,1
S00132485,31,3,7,18,3,14,2,-,9,3,17,1,7,9,-
S00132486,39,3,13,15,8,19,-,5,7,7,20,3,8,8,1
S00132487,26,-,6,18,2,13,-,-,11,2,13,-,6,7,-
S00132488,38,2,6,27,3,21,-,1,18,2,17,2,5,9,1
S00132489,28,1,8,14,5,14,-,-,11,3,14,1,8,3,2
S00132490,31,2,5,22,2,10,-,1,8,1,21,2,4,14,1
S00132491,57,-,8,46,3,29,-,2,24,3,28,-,6,22,-
S00132492,98,11,22,33,32,60,5,8,21,26,38,6,14,12,6
S00132493,141,5,33,79,24,76,3,4,48,21,65,2,29,31,3
S00132494,36,-,5,23,8,18,-,1,11,6,18,-,4,12,2
S00132495,53,2,13,30,8,26,1,1,18,6,27,1,12,12,2
S00132496,89,6,15,52,16,44,1,4,26,13,45,5,11,26,3
S00132497,26,2,-,15,9,17,-,-,8,9,9,2,-,7,-
S00132498,80,4,16,42,18,45,3,2,25,15,35,1,14,17,3
S00132499,76,8,16,33,19,37,4,3,15,15,39,4,13,18,4
S00132500,64,1,11,28,24,34,-,1,13,20,30,1,10,15,4
S00132501,68,8,17,32,11,35,3,8,17,7,33,5,9,15,4
S00132502,66,7,11,38,10,32,2,2,21,7,34,5,9,17,3
S00132503,57,5,8,32,12,27,2,1,14,10,30,3,7,18,2
S00132504,90,5,11,58,16,50,1,-,34,15,40,4,11,24,1
S00132505,61,4,11,30,16,35,1,1,21,12,26,3,10,9,4
S00132506,82,4,24,37,17,40,-,4,23,13,42,4,20,14,4
S00132507,62,5,9,29,19,33,2,-,17,14,29,3,9,12,5
S00132508,82,4,10,50,18,47,1,2,29,15,35,3,8,21,3
S00132509,73,5,19,37,12,36,2,2,24,8,37,3,17,13,4
S00132510,60,6,11,33,10,31,2,5,18,6,29,4,6,15,4
S00132511,76,3,23,25,25,42,2,7,15,18,34,1,16,10,7
S00132512,67,4,18,34,11,38,-,3,25,10,29,4,15,9,1
S00132513,32,3,4,13,12,20,1,1,8,10,12,2,3,5,2
S00132514,61,3,11,33,14,35,-,4,20,11,26,3,7,13,3
S00132515,54,1,11,33,9,33,-,3,22,8,21,1,8,11,1
S00132516,76,5,18,40,13,43,1,7,24,11,33,4,11,16,2
S00132517,51,4,6,25,16,26,1,-,11,14,25,3,6,14,2
S00132518,49,2,11,29,7,29,1,7,15,6,20,1,4,14,1
S00132519,52,3,9,28,12,28,-,2,17,9,24,3,7,11,3
S00132520,84,3,24,42,15,48,2,7,27,12,36,1,17,15,3
S00132521,66,5,16,24,21,34,2,3,12,17,32,3,13,12,4
S00132522,55,4,8,33,10,30,1,2,18,9,25,3,6,15,1
S00132523,29,3,10,13,3,12,1,1,8,2,17,2,9,5,1
S00132524,42,3,4,30,5,22,1,2,15,4,20,2,2,15,1
S00132525,52,4,5,37,6,29,1,-,23,5,23,3,5,14,1
S00132526,105,5,23,57,20,54,1,6,28,19,51,4,17,29,1
S00132527,46,1,8,23,14,24,-,2,13,9,22,1,6,10,5
S00132528,86,9,16,45,16,46,3,4,24,15,40,6,12,21,1
S00132529,58,3,14,32,9,29,1,3,17,8,29,2,11,15,1
S00132530,56,6,13,26,11,26,-,2,15,9,30,6,11,11,2
S00132531,21,3,5,10,3,15,2,2,8,3,6,1,3,2,-
S00132532,41,4,7,23,7,20,-,3,12,5,21,4,4,11,2
S00132533,54,2,15,33,4,31,-,4,23,4,23,2,11,10,-
S00132534,3,-,1,2,-,1,-,-,1,-,2,-,1,1,-
S00132535,30,5,3,18,4,14,-,-,11,3,16,5,3,7,1
S00132536,21,-,3,15,3,10,-,-,7,3,11,-,3,8,-
S00132537,45,2,8,31,4,24,-,2,19,3,21,2,6,12,1
S00132538,9,1,1,4,3,4,-,-,1,3,5,1,1,3,-
S00132539,35,2,11,20,2,15,-,3,10,2,20,2,8,10,-
S00132540,51,1,8,33,9,30,-,3,18,9,21,1,5,15,-
S00132541,72,3,15,44,10,38,-,5,24,9,34,3,10,20,1
S00132542,58,4,14,36,4,29,1,5,20,3,29,3,9,16,1
S00132543,29,2,9,16,2,10,-,-,9,1,19,2,9,7,1
S00132544,84,5,19,53,7,42,2,1,34,5,42,3,18,19,2
S00132545,50,5,9,30,6,30,3,2,20,5,20,2,7,10,1
S00132546,61,1,15,38,7,36,-,5,25,6,25,1,10,13,1
S00132547,58,7,9,37,5,30,1,2,24,3,28,6,7,13,2
S00132548,109,5,25,71,8,56,2,4,44,6,53,3,21,27,2
S00132549,82,5,19,47,11,47,2,5,29,11,35,3,14,18,-
S00132550,68,1,15,42,10,34,1,5,23,5,34,-,10,19,5
S00132551,27,1,9,13,4,10,-,1,6,3,17,1,8,7,1
S00132552,39,4,7,25,3,22,3,2,15,2,17,1,5,10,1
S00132553,46,3,6,34,3,24,-,2,19,3,22,3,4,15,-
S00132554,48,3,9,32,4,26,1,2,20,3,22,2,7,12,1
S00132555,92,12,14,52,14,46,3,4,27,12,46,9,10,25,2
S00132556,75,9,13,43,10,33,1,1,22,9,42,8,12,21,1
S00132557,58,2,10,37,9,29,1,5,15,8,29,1,5,22,1
S00132558,71,3,13,51,4,36,1,2,30,3,35,2,11,21,1
S00132559,61,2,14,41,4,32,-,1,27,4,29,2,13,14,-
S00132560,53,1,9,37,6,31,1,3,21,6,22,-,6,16,-
S00132561,45,3,11,23,8,23,1,2,13,7,22,2,9,10,1
S00132562,64,2,12,39,11,32,1,-,22,9,32,1,12,17,2
S00132563,83,3,14,55,11,44,-,1,34,9,39,3,13,21,2
S00132564,100,11,24,48,17,55,3,4,34,14,45,8,20,14,3
S00132565,112,7,27,61,17,52,2,-,39,11,60,5,27,22,6
S00132566,87,8,13,50,16,45,-,2,29,14,42,8,11,21,2
S00132567,51,8,6,20,17,26,-,2,12,12,25,8,4,8,5
S00132568,60,5,10,42,3,29,3,2,22,2,31,2,8,20,1
S00132569,42,2,4,29,7,21,-,-,14,7,21,2,4,15,-
S00132570,66,6,13,44,3,30,4,1,22,3,36,2,12,22,-
S00132571,23,-,4,17,2,10,-,-,9,1,13,-,4,8,1
S00132572,22,3,4,12,3,12,-,2,8,2,10,3,2,4,1
S00132573,75,6,17,45,7,32,2,3,21,6,43,4,14,24,1
S00132574,85,7,23,43,12,46,3,4,30,9,39,4,19,13,3
S00132575,54,1,11,38,4,26,1,4,19,2,28,-,7,19,2
S00132576,53,3,16,28,6,30,2,4,18,6,23,1,12,10,-
S00132577,50,3,11,25,11,24,1,4,10,9,26,2,7,15,2
S00132578,35,5,4,19,7,19,1,-,13,5,16,4,4,6,2
S00132579,70,2,20,39,9,36,-,5,23,8,34,2,15,16,1
S00132580,32,3,8,14,7,17,1,2,8,6,15,2,6,6,1
S00132581,72,2,15,47,8,39,-,4,28,7,33,2,11,19,1
S00132582,63,3,17,34,9,31,1,4,18,8,32,2,13,16,1
S00132583,65,1,11,50,3,32,-,2,27,3,33,1,9,23,-
S00132584,28,-,7,20,1,14,-,1,12,1,14,-,6,8,-
S00132585,40,2,7,29,2,22,-,1,20,1,18,2,6,9,1
S00132586,57,7,7,37,6,29,1,1,21,6,28,6,6,16,-
S00132587,31,-,4,27,-,15,-,1,14,-,16,-,3,13,-
S00132588,39,1,11,25,2,18,-,2,14,2,21,1,9,11,-
S00132589,65,3,18,32,12,33,-,4,18,11,32,3,14,14,1
S00132590,55,-,10,38,7,29,-,1,22,6,26,-,9,16,1
S00132591,44,4,7,25,8,22,3,2,12,5,22,1,5,13,3
S00132592,7,-,2,5,-,3,-,-,3,-,4,-,2,2,-
S00132593,64,3,10,48,3,30,-,-,28,2,34,3,10,20,1
S00132594,32,2,10,18,2,17,2,1,12,2,15,-,9,6,-
S00132595,51,-,7,35,9,29,-,2,20,7,22,-,5,15,2
S00132596,24,1,6,14,3,11,-,2,7,2,13,1,4,7,1
S00132597,45,2,9,31,3,24,-,2,20,2,21,2,7,11,1
S00132598,41,1,11,25,4,15,-,2,10,3,26,1,9,15,1
S00132599,32,3,2,25,2,16,2,-,13,1,16,1,2,12,1
S00132600,44,2,6,32,4,20,-,1,16,3,24,2,5,16,1
S00132601,56,4,10,37,5,28,1,1,22,4,28,3,9,15,1
S00132602,89,6,13,57,13,44,-,4,31,9,45,6,9,26,4
S00132603,75,7,17,36,15,39,1,3,21,14,36,6,14,15,1
S00132604,127,8,29,72,18,66,4,3,45,14,61,4,26,27,4
S00132605,118,9,25,72,12,55,1,2,41,11,63,8,23,31,1
S00132606,49,2,4,39,4,22,-,-,20,2,27,2,4,19,2
S00132607,71,2,22,34,13,33,-,3,19,11,38,2,19,15,2
S00132608,61,2,16,39,4,31,1,4,23,3,30,1,12,16,1
S00132609,72,7,17,42,6,36,1,2,27,6,36,6,15,15,-
S00132610,53,4,10,29,10,29,1,-,18,10,24,3,10,11,-
S00132611,47,1,9,33,4,24,-,3,18,3,23,1,6,15,1
S00132612,29,3,5,17,4,12,-,1,8,3,17,3,4,9,1
S00132613,47,2,14,30,1,23,-,2,20,1,24,2,12,10,-
S00132614,78,6,16,46,10,35,3,1,23,8,43,3,15,23,2
S00132615,85,5,7,61,12,43,2,2,30,9,42,3,5,31,3
S00132616,28,1,3,22,2,11,-,-,9,2,17,1,3,13,-
S00132617,57,4,2,43,8,29,3,1,21,4,28,1,1,22,4
S00132618,86,4,19,54,9,44,1,4,31,8,42,3,15,23,1
S00132619,124,11,28,62,23,64,3,6,35,20,60,8,22,27,3
S00132620,80,11,12,47,10,46,3,2,32,9,34,8,10,15,1
S00132621,85,6,13,57,9,43,4,3,29,7,42,2,10,28,2
S00132622,112,5,21,70,16,61,2,4,41,14,51,3,17,29,2
S00132623,85,2,10,70,3,51,-,3,45,3,34,2,7,25,-
S00132624,41,3,11,22,5,22,1,1,17,3,19,2,10,5,2
S00132625,123,4,24,83,12,66,3,3,51,9,57,1,21,32,3
S00132626,104,10,17,63,14,54,5,5,36,8,50,5,12,27,6
S00132627,55,3,6,42,4,30,1,-,26,3,25,2,6,16,1
S00132628,72,4,10,52,6,35,1,1,29,4,37,3,9,23,2
S00132629,61,6,10,40,5,34,2,2,26,4,27,4,8,14,1
S00132630,67,1,13,48,5,36,-,5,27,4,31,1,8,21,1
S00132631,69,1,17,45,6,36,-,4,28,4,33,1,13,17,2
S00132632,22,1,9,9,3,12,-,4,7,1,10,1,5,2,2
S00132633,31,-,4,22,5,19,-,1,14,4,12,-,3,8,1
S00132634,67,3,16,41,7,35,1,3,25,6,32,2,13,16,1
S00132635,81,4,21,47,9,40,1,3,28,8,41,3,18,19,1
S00132636,82,6,15,54,7,41,-,3,32,6,41,6,12,22,1
S00132637,65,8,13,42,2,32,5,2,24,1,33,3,11,18,1
S00132638,45,5,9,27,4,24,-,3,18,3,21,5,6,9,1
S00132639,36,1,11,21,3,17,-,2,14,1,19,1,9,7,2
S00132640,38,1,2,33,2,20,-,-,18,2,18,1,2,15,-
S00132641,25,1,7,15,2,14,-,1,11,2,11,1,6,4,-
S00132642,39,2,9,23,5,18,-,1,12,5,21,2,8,11,-
S00132643,73,10,16,43,4,40,7,2,27,4,33,3,14,16,-
S00132644,32,5,9,13,5,18,4,1,9,4,14,1,8,4,1
S00132645,39,3,4,27,5,18,2,1,11,4,21,1,3,16,1
S00132646,47,2,9,33,3,26,1,2,21,2,21,1,7,12,1
S00132647,24,2,4,17,1,12,-,-,11,1,12,2,4,6,-
S00132648,30,3,9,15,3,20,1,4,12,3,10,2,5,3,-
S00132649,72,5,6,57,4,40,1,1,36,2,32,4,5,21,2
S00132650,119,6,22,80,11,54,2,3,42,7,65,4,19,38,4
S00132651,36,1,9,25,1,18,-,1,16,1,18,1,8,9,-
S00132652,54,2,9,38,5,29,1,2,22,4,25,1,7,16,1
S00132653,48,1,8,35,4,30,-,4,23,3,18,1,4,12,1
S00132654,31,2,1,28,-,18,1,1,16,-,13,1,-,12,-
S00132655,47,3,4,32,8,27,2,1,18,6,20,1,3,14,2
S00132656,25,2,1,18,4,18,1,1,12,4,7,1,-,6,-
S00132657,21,-,7,12,2,11,-,2,7,2,10,-,5,5,-
S00132658,46,-,9,30,7,25,-,3,15,7,21,-,6,15,-
S00132659,52,3,14,32,3,25,-,5,17,3,27,3,9,15,-
S00132660,43,4,12,24,3,25,-,3,19,3,18,4,9,5,-
S00132661,73,-,6,58,9,41,-,2,31,8,32,-,4,27,1
S00132662,70,3,10,43,14,40,-,5,24,11,30,3,5,19,3
S00132663,11,-,4,6,1,6,-,1,4,1,5,-,3,2,-
S00132664,53,1,17,30,5,32,-,5,23,4,21,1,12,7,1
S00132665,104,14,20,58,12,57,7,4,35,11,47,7,16,23,1
S00132666,71,12,11,42,6,39,3,4,28,4,32,9,7,14,2
S00132667,84,2,19,46,17,48,1,5,25,17,36,1,14,21,-
S00132668,27,2,2,22,1,16,1,-,14,1,11,1,2,8,-
S00132669,111,11,32,58,10,54,4,6,39,5,57,7,26,19,5
S00132670,106,13,15,67,11,54,2,2,40,10,52,11,13,27,1
S00132671,99,12,21,50,16,53,6,4,29,14,46,6,17,21,2
S00132672,66,-,11,47,8,39,-,3,30,6,27,-,8,17,2
S00132673,91,5,19,52,15,46,3,3,30,10,45,2,16,22,5
S00132674,71,1,14,44,12,37,-,5,22,10,34,1,9,22,2
S00132675,48,6,11,24,7,25,2,2,17,4,23,4,9,7,3
S00132676,81,5,17,52,7,36,2,3,24,7,45,3,14,28,-
S00132677,77,1,19,53,4,35,1,4,29,1,42,-,15,24,3
S00132678,135,7,25,86,17,64,2,6,43,13,71,5,19,43,4
S00132679,29,1,7,15,6,16,1,2,7,6,13,-,5,8,-
S00132680,90,10,23,46,11,46,4,4,30,8,44,6,19,16,3
S00132681,41,5,6,25,5,20,1,1,15,3,21,4,5,10,2
S00132682,65,8,9,41,7,32,1,1,24,6,33,7,8,17,1
S00132683,110,17,18,55,20,55,6,3,30,16,55,11,15,25,4
S00132684,53,4,14,32,3,26,2,3,19,2,27,2,11,13,1
S00132685,57,2,13,34,8,25,-,1,18,6,32,2,12,16,2
S00132686,110,10,29,61,10,54,5,6,35,8,56,5,23,26,2
S00132687,59,3,12,41,3,34,1,3,27,3,25,2,9,14,-
S00132688,33,2,8,21,2,15,-,-,13,2,18,2,8,8,-
S00132689,55,2,9,42,2,28,2,3,21,2,27,-,6,21,-
S00132690,23,2,7,10,4,11,1,3,4,3,12,1,4,6,1
S00132691,75,1,14,46,14,43,-,2,28,13,32,1,12,18,1
S00132692,97,7,16,55,19,56,4,3,32,17,41,3,13,23,2
S00132693,48,3,9,24,12,27,-,4,13,10,21,3,5,11,2
S00132694,118,8,25,67,18,59,3,2,39,15,59,5,23,28,3
S00132695,80,1,6,62,11,49,-,1,38,10,31,1,5,24,1
S00132696,84,5,17,53,9,39,2,2,28,7,45,3,15,25,2
S00132697,102,8,28,57,9,54,4,6,36,8,48,4,22,21,1
S00132698,35,2,7,23,3,19,-,1,16,2,16,2,6,7,1
S00132699,141,9,27,89,16,74,4,4,52,14,67,5,23,37,2
S00132700,97,6,16,59,16,48,3,2,31,12,49,3,14,28,4
S00132701,142,13,32,69,28,80,4,3,47,26,62,9,29,22,2
S00132702,81,6,14,59,2,45,4,2,38,1,36,2,12,21,1
S00132703,84,11,17,47,9,46,3,3,31,9,38,8,14,16,-
S00132704,84,7,12,60,5,41,1,5,31,4,43,6,7,29,1
S00132705,83,11,19,43,10,48,4,7,27,10,35,7,12,16,-
S00132706,44,3,15,26,-,23,1,6,16,-,21,2,9,10,-
S00132707,94,7,12,66,9,51,1,2,41,7,43,6,10,25,2
S00132708,103,6,14,72,11,54,1,5,39,9,49,5,9,33,2
S00132709,94,5,20,55,14,48,1,5,30,12,46,4,15,25,2
S00132710,76,5,16,47,8,39,1,1,29,8,37,4,15,18,-
S00132711,38,-,8,27,3,18,-,-,15,3,20,-,8,12,-
S00132712,70,4,15,45,6,34,-,1,27,6,36,4,14,18,-
S00132713,43,3,10,26,4,19,1,-,15,3,24,2,10,11,1
S00132714,39,4,8,23,4,16,1,1,12,2,23,3,7,11,2
S00132715,50,2,10,38,-,27,-,2,25,-,23,2,8,13,-
S00132716,76,8,20,44,4,40,1,7,28,4,36,7,13,16,-
S00132717,60,5,12,37,6,31,1,3,21,6,29,4,9,16,-
S00132718,23,1,3,18,1,13,-,1,11,1,10,1,2,7,-
S00132719,91,2,12,66,11,48,-,2,36,10,43,2,10,30,1
S00132720,91,5,22,56,8,48,2,3,36,7,43,3,19,20,1
S00132721,44,-,15,24,5,21,-,2,16,3,23,-,13,8,2
S00132722,92,4,21,50,17,49,1,5,29,14,43,3,16,21,3
S00132723,103,11,13,62,17,54,3,2,34,15,49,8,11,28,2
S00132724,88,6,20,53,9,43,1,1,33,8,45,5,19,20,1
S00132725,82,7,13,49,13,44,2,4,26,12,38,5,9,23,1
S00132726,72,7,19,36,10,37,-,4,24,9,35,7,15,12,1
S00132727,126,7,27,75,17,64,2,4,46,12,62,5,23,29,5
S00132728,37,1,6,27,3,17,-,1,14,2,20,1,5,13,1
S00132729,29,2,5,18,4,13,1,-,9,3,16,1,5,9,1
S00132730,50,1,13,31,5,24,1,3,16,4,26,-,10,15,1
S00132731,30,5,6,18,1,14,1,2,10,1,16,4,4,8,-
S00132732,52,2,13,31,6,25,1,3,16,5,27,1,10,15,1
S00132733,43,1,8,28,6,20,-,-,15,5,23,1,8,13,1
S00132734,92,5,20,62,5,50,1,5,39,5,42,4,15,23,-
S00132735,45,1,10,32,2,22,-,3,18,1,23,1,7,14,1
S00132736,126,13,22,84,7,57,3,8,41,5,69,10,14,43,2
S00132737,59,3,6,46,4,33,1,-,28,4,26,2,6,18,-
S00132738,48,3,11,31,3,26,2,2,19,3,22,1,9,12,-
S00132739,25,1,6,14,4,13,-,2,9,2,12,1,4,5,2
S00132740,68,4,15,41,8,36,2,2,24,8,32,2,13,17,-
S00132741,42,5,12,18,7,20,-,2,12,6,22,5,10,6,1
S00132742,53,4,9,32,8,26,1,1,18,6,27,3,8,14,2
S00132743,73,-,15,50,8,35,-,3,25,7,38,-,12,25,1
S00132744,14,-,5,7,2,7,-,1,4,2,7,-,4,3,-
S00132745,20,-,2,17,1,10,-,-,9,1,10,-,2,8,-
S00132746,45,2,8,33,2,25,-,2,22,1,20,2,6,11,1
S00132747,74,9,16,41,8,34,1,4,22,7,40,8,12,19,1
S00132748,105,9,24,66,6,52,2,3,42,5,53,7,21,24,1
S00132749,58,1,9,43,5,32,-,3,25,4,26,1,6,18,1
S00132750,32,4,10,16,2,13,1,2,9,1,19,3,8,7,1
S00132751,43,-,3,34,6,27,-,-,23,4,16,-,3,11,2
S00132752,47,1,11,30,5,27,1,2,20,4,20,-,9,10,1
S00132753,64,1,13,47,3,33,-,4,26,3,31,1,9,21,-
S00132754,46,2,11,30,3,24,1,3,17,3,22,1,8,13,-
S00132755,93,-,21,59,13,42,-,4,27,11,51,-,17,32,2
S00132756,43,2,11,26,4,27,-,5,18,4,16,2,6,8,-
S00132757,80,-,18,56,6,37,-,5,26,6,43,-,13,30,-
S00132758,29,2,11,13,3,15,2,1,9,3,14,-,10,4,-
S00132759,43,1,8,30,4,28,1,2,21,4,15,-,6,9,-
S00132760,49,3,14,28,4,27,-,6,17,4,22,3,8,11,-
S00132761,54,2,14,35,3,26,-,2,21,3,28,2,12,14,-
S00132762,32,3,6,22,1,15,-,2,12,1,17,3,4,10,-
S00132763,50,1,5,34,10,25,-,3,16,6,25,1,2,18,4
S00132764,58,1,8,41,8,37,-,3,27,7,21,1,5,14,1
S00132765,46,4,6,32,4,29,3,2,20,4,17,1,4,12,-
S00132766,44,3,5,31,5,28,2,4,18,4,16,1,1,13,1
S00132767,59,1,11,40,7,28,-,1,21,6,31,1,10,19,1
S00132768,63,4,5,43,11,31,2,-,20,9,32,2,5,23,2
S00132769,55,6,7,30,12,33,2,3,18,10,22,4,4,12,2
S00132770,26,3,2,17,4,12,1,-,8,3,14,2,2,9,1
S00132771,48,5,13,21,9,25,2,7,10,6,23,3,6,11,3
S00132772,28,2,2,21,3,13,-,1,10,2,15,2,1,11,1
S00132773,63,1,6,53,3,42,-,3,36,3,21,1,3,17,-
S00132774,24,2,8,14,-,14,1,4,9,-,10,1,4,5,-
S00132775,41,2,12,22,5,18,-,2,13,3,23,2,10,9,2
S00132776,35,-,6,27,2,17,-,1,14,2,18,-,5,13,-
S00132777,83,8,22,45,8,45,4,4,30,7,38,4,18,15,1
S00132778,43,1,7,28,7,26,-,3,18,5,17,1,4,10,2
S00132779,62,2,10,41,9,31,-,2,23,6,31,2,8,18,3
S00132780,36,3,4,24,5,20,2,-,13,5,16,1,4,11,-
S00132781,5,-,-,4,1,4,-,-,3,1,1,-,-,1,-
S00132782,69,7,16,43,3,34,2,2,27,3,35,5,14,16,-
S00132783,16,-,4,12,-,9,-,1,8,-,7,-,3,4,-
S00132784,64,5,17,39,3,31,1,3,24,3,33,4,14,15,-
S00132785,88,7,22,50,9,45,1,3,33,8,43,6,19,17,1
S00132786,59,4,14,33,8,30,1,3,20,6,29,3,11,13,2
S00132787,39,2,5,24,8,21,2,-,14,5,18,-,5,10,3
S00132788,84,9,10,52,13,45,2,3,28,12,39,7,7,24,1
S00132789,71,-,5,64,2,35,-,1,33,1,36,-,4,31,1
S00132790,36,3,4,23,6,18,-,1,13,4,18,3,3,10,2
S00132791,42,-,1,38,3,25,-,-,22,3,17,-,1,16,-
S00132792,83,3,16,42,22,46,2,4,22,18,37,1,12,20,4
S00132793,48,1,7,32,8,24,-,1,18,5,24,1,6,14,3
S00132794,76,6,9,51,10,39,2,1,26,10,37,4,8,25,-
S00132795,50,2,7,35,6,27,-,1,21,5,23,2,6,14,1
S00132796,42,2,10,22,8,20,-,1,12,7,22,2,9,10,1
S00132797,104,3,16,76,9,50,1,3,40,6,54,2,13,36,3
S00132798,138,7,27,88,16,73,3,6,51,13,65,4,21,37,3
S00132799,72,1,16,50,5,31,-,2,25,4,41,1,14,25,1
S00132800,35,1,4,27,3,20,-,-,17,3,15,1,4,10,-
S00132801,60,4,10,43,3,33,1,1,29,2,27,3,9,14,1
S00132802,64,2,5,52,5,29,-,1,25,3,35,2,4,27,2
S00132803,57,1,10,43,3,31,-,2,27,2,26,1,8,16,1
S00132804,59,4,10,41,4,29,1,2,23,3,30,3,8,18,1
S00132805,74,4,12,50,8,38,3,4,25,6,36,1,8,25,2
S00132806,40,2,12,25,1,13,-,-,12,1,27,2,12,13,-
S00132807,28,1,8,19,-,16,-,2,14,-,12,1,6,5,-
S00132808,39,1,10,27,1,18,-,3,14,1,21,1,7,13,-
S00132809,35,1,10,23,1,17,-,2,14,1,18,1,8,9,-
S00132810,24,2,4,17,1,13,1,-,12,-,11,1,4,5,1
S00132811,26,2,1,22,1,12,-,-,12,-,14,2,1,10,1
S00132812,33,2,6,22,3,20,-,2,15,3,13,2,4,7,-
S00132813,26,-,7,15,4,15,-,3,8,4,11,-,4,7,-
S00132814,39,1,3,29,6,21,-,-,16,5,18,1,3,13,1
S00132815,52,1,8,30,13,32,1,2,19,10,20,-,6,11,3
S00132816,29,-,2,23,4,19,-,2,13,4,10,-,-,10,-
S00132817,32,1,5,21,5,16,1,1,10,4,16,-,4,11,1
S00132818,52,3,10,32,7,29,2,2,20,5,23,1,8,12,2
S00132819,70,5,12,51,2,38,1,2,33,2,32,4,10,18,-
S00132820,90,6,12,64,8,46,1,-,40,5,44,5,12,24,3
S00132821,12,2,3,6,1,7,-,1,5,1,5,2,2,1,-
S00132822,52,3,12,36,1,23,-,3,19,1,29,3,9,17,-
S00132823,103,6,22,66,9,52,1,2,40,9,51,5,20,26,-
S00132824,73,4,11,55,3,33,1,1,29,2,40,3,10,26,1
S00132825,75,4,13,54,4,38,3,-,31,4,37,1,13,23,-
S00132826,36,1,7,26,2,16,-,1,14,1,20,1,6,12,1
S00132827,67,2,10,47,8,33,-,1,25,7,34,2,9,22,1
S00132828,38,-,10,27,1,18,-,7,10,1,20,-,3,17,-
S00132829,45,-,5,36,4,18,-,2,13,3,27,-,3,23,1
S00132830,46,3,4,33,6,21,-,1,16,4,25,3,3,17,2
S00132831,86,4,7,65,10,41,1,-,33,7,45,3,7,32,3
S00132832,43,1,12,28,2,20,1,2,15,2,23,-,10,13,-
S00132833,43,-,15,26,2,23,-,6,16,1,20,-,9,10,1
S00132834,92,5,20,47,20,49,3,7,25,14,43,2,13,22,6
S00132835,62,-,6,44,12,33,-,2,22,9,29,-,4,22,3
S00132836,39,1,10,25,3,17,-,4,11,2,22,1,6,14,1
S00132837,30,3,4,19,4,15,-,1,11,3,15,3,3,8,1
S00132838,48,2,9,31,6,27,2,1,20,4,21,-,8,11,2
S00132839,124,10,20,76,18,62,4,2,45,11,62,6,18,31,7
S00132840,50,4,9,29,8,25,-,2,17,6,25,4,7,12,2
S00132841,45,5,5,25,10,26,1,1,16,8,19,4,4,9,2
S00132842,46,4,5,32,5,27,3,2,18,4,19,1,3,14,1
S00132843,6,-,1,5,-,2,-,-,2,-,4,-,1,3,-
S00132844,33,2,9,19,3,12,1,-,9,2,21,1,9,10,1
S00132845,85,6,21,48,10,39,2,-,30,7,46,4,21,18,3
S00132846,26,1,4,20,1,14,-,1,12,1,12,1,3,8,-
S00132847,96,2,23,57,14,46,-,4,31,11,50,2,19,26,3
S00132848,95,8,19,56,12,49,2,2,36,9,46,6,17,20,3
S00132849,60,4,12,37,7,30,-,4,20,6,30,4,8,17,1
S00132850,28,-,6,17,5,14,-,-,10,4,14,-,6,7,1
S00132851,86,8,14,53,11,47,1,4,33,9,39,7,10,20,2
S00132852,88,9,17,47,15,48,3,5,27,13,40,6,12,20,2
S00132853,68,8,17,28,15,36,2,5,17,12,32,6,12,11,3
