oa_code,All households,Owned,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Social rented,Social rented: Rented from council (Local authority),Social rented: Other social rented,Private rented,Private rented: Private landlord or letting agency,Private rented: Employer of a household member,Private rented: Relative or friend of a household member,Private rented: Other,Living rent free
S00105286,47,27,11,16,-,5,5,-,13,12,-,1,-,2
S00105287,38,25,12,13,-,3,3,-,8,8,-,-,-,2
S00105288,62,36,19,16,1,16,14,2,10,10,-,-,-,-
S00105289,39,24,14,10,-,7,6,1,8,8,-,-,-,-
S00105290,44,22,11,11,-,11,9,2,11,11,-,-,-,-
S00105291,44,26,15,11,-,8,6,2,10,10,-,-,-,-
S00105292,45,12,8,4,-,29,1,28,3,2,-,1,-,1
S00105293,40,21,13,8,-,17,3,14,2,2,-,-,-,-
S00105294,49,33,18,14,1,7,7,-,6,6,-,-,-,3
S00105295,57,40,17,23,-,7,7,-,9,8,-,1,-,1
S00105296,42,25,14,10,1,10,7,3,6,5,-,1,-,1
S00105297,45,28,14,14,-,7,6,1,10,9,-,1,-,-
S00105298,44,24,9,15,-,13,11,2,7,6,-,1,-,-
S00105299,61,21,10,9,2,24,22,2,16,15,-,1,-,-
S00105300,71,27,13,14,-,24,10,14,19,17,1,1,-,1
S00105301,38,13,5,7,1,19,19,-,6,6,-,-,-,-
S00105302,67,35,16,19,-,21,21,-,11,11,-,-,-,-
S00105303,42,21,8,13,-,13,12,1,8,8,-,-,-,-
S00105304,41,23,14,8,1,12,12,-,4,4,-,-,-,2
S00105305,55,32,16,16,-,14,14,-,8,7,-,1,-,1
S00105306,66,26,15,11,-,28,27,1,12,12,-,-,-,-
S00105307,43,25,10,15,-,13,13,-,5,5,-,-,-,-
S00105308,38,18,7,11,-,12,11,1,8,8,-,-,-,-
S00105309,63,28,11,17,-,20,17,3,15,15,-,-,-,-
S00105310,47,29,20,9,-,9,9,-,7,6,-,1,-,2
S00105311,66,31,9,22,-,26,26,-,8,8,-,-,-,1
S00105312,77,46,20,26,-,17,16,1,14,14,-,-,-,-
S00105313,58,26,11,14,1,16,15,1,16,15,-,1,-,-
S00105314,36,13,6,7,-,16,16,-,7,6,-,-,1,-
S00105315,49,28,9,19,-,14,13,1,5,5,-,-,-,2
S00105316,54,26,9,17,-,19,18,1,8,7,-,1,-,1
S00105317,63,22,10,12,-,29,28,1,11,11,-,-,-,1
S00105318,40,16,9,7,-,14,13,1,10,10,-,-,-,-
S00105319,60,26,13,13,-,21,21,-,12,11,-,1,-,1
S00105320,72,39,17,22,-,22,20,2,10,10,-,-,-,1
S00105321,73,19,7,12,-,34,32,2,20,20,-,-,-,-
S00105322,45,15,6,9,-,27,26,1,3,3,-,-,-,-
S00105323,91,13,4,9,-,73,72,1,5,5,-,-,-,-
S00105324,67,4,3,1,-,58,57,1,4,3,-,1,-,1
S00105325,59,20,9,11,-,29,14,15,10,10,-,-,-,-
S00105326,56,33,15,18,-,14,14,-,9,7,-,2,-,-
S00105327,40,19,9,8,2,12,12,-,8,7,-,1,-,1
S00105328,52,18,10,8,-,27,27,-,7,7,-,-,-,-
S00105329,51,16,10,5,1,29,26,3,6,5,-,1,-,-
S00105330,48,12,5,7,-,33,32,1,2,2,-,-,-,1
S00105331,62,42,25,17,-,5,1,4,11,11,-,-,-,4
S00105332,41,29,15,14,-,5,4,1,6,6,-,-,-,1
S00105333,44,36,13,23,-,1,1,-,5,5,-,-,-,2
S00105334,36,29,11,18,-,-,-,-,6,5,-,1,-,1
S00105335,55,37,11,26,-,7,3,4,11,10,-,1,-,-
S00105336,22,19,9,10,-,1,1,-,2,2,-,-,-,-
S00105337,35,28,13,15,-,1,1,-,5,4,-,1,-,1
S00105338,41,31,12,19,-,7,7,-,2,2,-,-,-,1
S00105339,48,39,14,25,-,1,1,-,8,6,-,2,-,-
S00105340,46,31,13,18,-,3,1,2,12,11,-,1,-,-
S00105341,56,43,21,22,-,2,1,1,6,6,-,-,-,5
S00105342,60,46,28,18,-,3,-,3,11,11,-,-,-,-
S00105343,57,28,11,17,-,19,18,1,8,8,-,-,-,2
S00105344,34,9,2,7,-,20,19,1,5,5,-,-,-,-
S00105345,59,37,20,16,1,2,1,1,19,18,-,1,-,1
S00105346,49,32,16,15,1,1,1,-,16,16,-,-,-,-
S00105347,49,35,6,29,-,1,1,-,12,12,-,-,-,1
S00105348,49,43,15,28,-,1,1,-,5,5,-,-,-,-
S00105349,50,36,14,22,-,4,4,-,10,9,-,1,-,-
S00105350,58,30,17,13,-,1,1,-,27,26,-,1,-,-
S00105351,39,29,9,20,-,2,2,-,8,7,-,1,-,-
S00105352,48,38,19,19,-,2,2,-,8,8,-,-,-,-
S00105353,51,40,16,24,-,-,-,-,11,10,-,1,-,-
S00105354,54,40,16,24,-,2,2,-,12,12,-,-,-,-
S00105355,55,42,9,33,-,3,1,2,10,10,-,-,-,-
S00105356,57,33,11,22,-,3,2,1,21,19,-,2,-,-
S00105357,40,32,15,17,-,2,2,-,6,5,-,1,-,-
S00105358,38,24,8,16,-,1,1,-,13,10,-,3,-,-
S00105359,40,30,13,17,-,3,3,-,7,7,-,-,-,-
S00105360,76,59,30,29,-,2,1,1,15,15,-,-,-,-
S00105361,70,57,23,34,-,1,-,1,12,12,-,-,-,-
S00105362,40,18,12,6,-,10,9,1,9,9,-,-,-,3
S00105363,52,49,29,20,-,1,1,-,2,2,-,-,-,-
S00105364,44,26,19,7,-,11,10,1,5,5,-,-,-,2
S00105365,44,32,13,19,-,2,2,-,10,10,-,-,-,-
S00105366,47,38,13,25,-,-,-,-,8,7,-,1,-,1
S00105367,46,43,26,17,-,1,-,1,-,-,-,-,-,2
S00105368,48,41,24,17,-,-,-,-,6,6,-,-,-,1
S00105369,44,37,13,24,-,1,-,1,5,4,-,1,-,1
S00105370,46,26,16,10,-,10,10,-,9,8,-,1,-,1
S00105371,57,50,23,27,-,3,2,1,4,4,-,-,-,-
S00105372,42,29,16,13,-,1,-,1,11,10,-,1,-,1
S00105373,43,33,14,19,-,-,-,-,10,9,-,1,-,-
S00105374,39,27,10,17,-,6,5,1,5,5,-,-,-,1
S00105375,66,55,27,28,-,6,6,-,4,3,-,1,-,1
S00105376,72,60,21,39,-,-,-,-,12,12,-,-,-,-
S00105377,53,36,19,15,2,-,-,-,15,12,-,3,-,2
S00105378,54,27,14,13,-,16,14,2,10,8,-,2,-,1
S00105379,45,27,18,9,-,9,9,-,8,8,-,-,-,1
S00105380,43,29,17,12,-,11,11,-,3,3,-,-,-,-
S00105381,69,60,32,28,-,3,3,-,6,5,-,1,-,-
S00105382,45,35,20,15,-,5,5,-,5,4,-,1,-,-
S00105383,50,29,12,17,-,17,15,2,3,2,-,1,-,1
S00105384,45,33,21,12,-,7,7,-,5,4,-,1,-,-
S00105385,57,50,32,18,-,1,1,-,4,4,-,-,-,2
S00105386,66,64,38,26,-,1,1,-,1,1,-,-,-,-
S00105387,28,23,10,13,-,-,-,-,4,4,-,-,-,1
S00105388,51,43,24,18,1,-,-,-,8,8,-,-,-,-
S00105389,47,43,13,7,23,1,1,-,3,3,-,-,-,-
S00105390,71,45,12,32,1,-,-,-,24,23,1,-,-,2
S00105391,71,28,12,16,-,4,1,3,39,39,-,-,-,-
S00105392,68,42,14,28,-,1,-,1,25,23,-,2,-,-
S00105393,61,26,6,20,-,2,1,1,31,28,-,3,-,2
S00105394,37,29,22,7,-,-,-,-,8,7,-,1,-,-
S00105395,47,39,22,16,1,-,-,-,8,8,-,-,-,-
S00105396,48,44,20,24,-,-,-,-,4,4,-,-,-,-
S00105397,27,19,12,7,-,-,-,-,8,7,-,1,-,-
S00105398,39,33,23,10,-,3,1,2,3,3,-,-,-,-
S00105399,48,37,18,19,-,1,1,-,9,9,-,-,-,1
S00105400,41,28,15,13,-,4,-,4,9,9,-,-,-,-
S00105401,40,30,13,17,-,1,-,1,9,8,-,1,-,-
S00105402,64,44,24,20,-,-,-,-,19,18,-,1,-,1
S00105403,67,50,25,25,-,-,-,-,17,16,-,1,-,-
S00105404,45,33,17,16,-,-,-,-,11,10,-,1,-,1
S00105405,58,38,20,15,3,-,-,-,18,17,1,-,-,2
S00105406,41,21,10,11,-,-,-,-,18,17,-,1,-,2
S00105407,39,12,5,7,-,2,-,2,20,16,-,4,-,5
S00105408,41,18,8,9,1,-,-,-,22,22,-,-,-,1
S00105409,51,30,16,13,1,-,-,-,20,20,-,-,-,1
S00105410,46,32,25,7,-,-,-,-,11,11,-,-,-,3
S00105411,51,31,18,13,-,-,-,-,18,17,-,1,-,2
S00105412,59,26,9,17,-,-,-,-,33,32,-,1,-,-
S00105413,72,30,16,14,-,-,-,-,42,41,1,-,-,-
S00105414,57,44,20,24,-,1,-,1,11,11,-,-,-,1
S00105415,48,38,17,21,-,1,-,1,9,9,-,-,-,-
S00105416,35,32,11,21,-,1,-,1,2,2,-,-,-,-
S00105417,51,49,22,27,-,-,-,-,2,2,-,-,-,-
S00105418,42,41,25,16,-,-,-,-,1,-,-,1,-,-
S00105419,40,38,26,12,-,-,-,-,1,1,-,-,-,1
S00105420,75,69,32,37,-,-,-,-,5,5,-,-,-,1
S00105421,66,66,35,31,-,-,-,-,-,-,-,-,-,-
S00105422,67,65,26,39,-,-,-,-,2,2,-,-,-,-
S00105423,68,67,29,38,-,-,-,-,1,1,-,-,-,-
S00105424,63,58,29,29,-,1,1,-,4,4,-,-,-,-
S00105425,55,53,31,22,-,-,-,-,2,1,-,-,1,-
S00105426,38,38,21,17,-,-,-,-,-,-,-,-,-,-
S00105427,62,58,32,26,-,-,-,-,4,4,-,-,-,-
S00105428,79,45,21,24,-,27,2,25,6,3,2,1,-,1
S00105429,42,42,30,12,-,-,-,-,-,-,-,-,-,-
S00105430,67,43,16,26,1,1,-,1,21,19,-,2,-,2
S00105431,35,24,16,8,-,1,-,1,9,8,1,-,-,1
S00105432,50,45,24,21,-,-,-,-,3,3,-,-,-,2
S00105433,57,51,35,16,-,1,1,-,4,4,-,-,-,1
S00105434,39,37,28,9,-,-,-,-,-,-,-,-,-,2
S00105435,69,62,30,32,-,-,-,-,6,5,-,1,-,1
S00105436,73,66,39,27,-,-,-,-,5,5,-,-,-,2
S00105437,52,46,39,7,-,1,1,-,4,4,-,-,-,1
S00105438,46,44,23,21,-,-,-,-,1,1,-,-,-,1
S00105439,40,35,29,6,-,-,-,-,5,3,2,-,-,-
S00105440,32,28,16,12,-,1,-,1,3,3,-,-,-,-
S00105441,43,40,25,15,-,-,-,-,2,1,-,1,-,1
S00105442,53,48,35,13,-,-,-,-,4,4,-,-,-,1
S00105443,66,63,31,32,-,-,-,-,3,3,-,-,-,-
S00105444,62,58,29,29,-,-,-,-,4,4,-,-,-,-
S00105445,58,47,20,27,-,-,-,-,10,10,-,-,-,1
S00105446,34,31,12,19,-,-,-,-,3,3,-,-,-,-
S00105447,39,33,16,17,-,-,-,-,4,4,-,-,-,2
S00105448,69,40,17,23,-,-,-,-,27,26,-,1,-,2
S00105449,46,37,19,18,-,1,-,1,8,6,-,2,-,-
S00105450,46,34,11,23,-,-,-,-,12,11,-,1,-,-
S00105451,70,45,19,26,-,2,-,2,23,22,-,1,-,-
S00105452,48,39,12,27,-,-,-,-,9,9,-,-,-,-
S00105453,33,24,8,16,-,-,-,-,8,7,-,1,-,1
S00105454,68,47,17,30,-,1,1,-,20,20,-,-,-,-
S00105455,40,30,15,15,-,3,2,1,7,7,-,-,-,-
S00105456,36,22,8,14,-,1,1,-,13,13,-,-,-,-
S00105457,57,38,17,21,-,2,1,1,16,16,-,-,-,1
S00105458,45,33,13,20,-,-,-,-,12,12,-,-,-,-
S00105459,38,22,9,13,-,1,-,1,15,14,-,1,-,-
S00105460,63,42,14,28,-,2,2,-,19,19,-,-,-,-
S00105461,68,54,32,22,-,1,-,1,11,11,-,-,-,2
S00105462,44,39,24,15,-,-,-,-,5,4,-,1,-,-
S00105463,38,37,20,17,-,-,-,-,1,1,-,-,-,-
S00105464,66,56,29,27,-,7,-,7,2,2,-,-,-,1
S00105465,45,44,32,12,-,1,-,1,-,-,-,-,-,-
S00105466,44,42,20,22,-,-,-,-,2,1,-,1,-,-
S00105467,46,42,30,12,-,-,-,-,3,3,-,-,-,1
S00105468,50,47,26,21,-,1,1,-,1,1,-,-,-,1
S00105469,49,44,30,14,-,1,-,1,3,2,-,1,-,1
S00105470,65,62,39,23,-,1,1,-,2,2,-,-,-,-
S00105471,48,42,28,14,-,1,1,-,2,1,-,1,-,3
S00105472,42,39,25,14,-,1,1,-,2,2,-,-,-,-
S00105473,64,52,30,21,1,-,-,-,8,8,-,-,-,4
S00105474,51,46,27,16,3,-,-,-,5,3,-,2,-,-
S00105475,46,11,4,7,-,23,1,22,10,9,-,1,-,2
S00105476,46,45,21,24,-,-,-,-,1,1,-,-,-,-
S00105477,55,49,29,20,-,-,-,-,6,6,-,-,-,-
S00105478,44,41,23,18,-,1,1,-,1,1,-,-,-,1
S00105479,50,49,25,24,-,-,-,-,1,1,-,-,-,-
S00105480,75,53,23,30,-,1,1,-,21,19,-,2,-,-
S00105481,64,45,21,24,-,16,1,15,3,2,1,-,-,-
S00105482,65,57,41,16,-,2,-,2,5,5,-,-,-,1
S00105483,43,35,16,19,-,1,1,-,6,6,-,-,-,1
S00105484,73,52,27,25,-,7,5,2,13,13,-,-,-,1
S00105485,39,29,20,9,-,5,5,-,5,4,-,1,-,-
S00105486,35,23,10,13,-,3,1,2,9,8,-,1,-,-
S00105487,41,30,11,19,-,1,1,-,10,8,-,2,-,-
S00105488,43,41,22,19,-,1,1,-,1,1,-,-,-,-
S00105489,35,35,25,9,1,-,-,-,-,-,-,-,-,-
S00105490,74,38,22,16,-,3,1,2,33,31,-,2,-,-
S00105491,48,47,31,16,-,-,-,-,1,1,-,-,-,-
S00105492,60,57,39,18,-,1,-,1,2,2,-,-,-,-
S00105493,66,43,18,25,-,17,15,2,6,5,-,1,-,-
S00105494,41,27,17,10,-,9,8,1,5,4,-,1,-,-
S00105495,60,58,37,21,-,-,-,-,2,2,-,-,-,-
S00105496,62,61,29,32,-,-,-,-,1,1,-,-,-,-
S00105497,42,39,24,15,-,-,-,-,3,3,-,-,-,-
S00105498,68,65,37,28,-,-,-,-,3,3,-,-,-,-
S00105499,53,47,25,22,-,1,1,-,5,5,-,-,-,-
S00105500,55,50,28,22,-,-,-,-,5,5,-,-,-,-
S00105501,39,38,26,12,-,-,-,-,1,-,-,1,-,-
S00105502,26,26,15,11,-,-,-,-,-,-,-,-,-,-
S00105503,48,47,21,25,1,-,-,-,1,1,-,-,-,-
S00105504,79,31,22,9,-,41,41,-,6,5,-,1,-,1
S00105505,56,2,1,1,-,46,1,45,7,7,-,-,-,1
S00105506,60,45,12,33,-,2,1,1,13,11,-,2,-,-
S00105507,51,29,5,24,-,2,1,1,20,19,-,1,-,-
S00105508,54,40,5,35,-,-,-,-,14,12,-,1,1,-
S00105509,40,32,8,24,-,-,-,-,8,7,-,1,-,-
S00105510,64,41,19,22,-,1,1,-,22,18,-,4,-,-
S00105511,77,52,17,35,-,6,1,5,19,19,-,-,-,-
S00105512,59,39,14,25,-,-,-,-,20,19,-,1,-,-
S00105513,51,42,11,31,-,-,-,-,9,9,-,-,-,-
S00105514,42,30,14,16,-,-,-,-,12,11,-,1,-,-
S00105515,53,41,16,25,-,1,-,1,11,11,-,-,-,-
S00105516,47,44,24,20,-,1,1,-,2,2,-,-,-,-
S00105517,76,46,12,31,3,5,1,4,24,22,-,2,-,1
S00105518,51,37,13,24,-,5,3,2,8,6,-,2,-,1
S00105519,48,42,30,12,-,-,-,-,5,4,-,1,-,1
S00105520,52,45,21,24,-,-,-,-,6,5,-,1,-,1
S00105521,32,28,14,14,-,-,-,-,4,3,-,1,-,-
S00105522,58,53,23,30,-,-,-,-,5,5,-,-,-,-
S00105523,51,42,29,13,-,-,-,-,8,8,-,-,-,1
S00105524,35,34,20,14,-,-,-,-,1,1,-,-,-,-
S00105525,40,38,24,14,-,-,-,-,2,2,-,-,-,-
S00105526,38,34,19,15,-,1,-,1,3,3,-,-,-,-
S00105527,62,50,29,21,-,2,1,1,10,10,-,-,-,-
S00105528,51,50,36,14,-,1,-,1,-,-,-,-,-,-
S00105529,49,47,30,17,-,-,-,-,2,2,-,-,-,-
S00105530,73,52,23,29,-,-,-,-,20,19,-,1,-,1
S00105531,48,29,13,15,1,3,-,3,15,15,-,-,-,1
S00105532,45,36,17,19,-,-,-,-,9,8,-,1,-,-
S00105533,52,49,21,28,-,1,-,1,2,2,-,-,-,-
S00105534,55,53,35,18,-,1,1,-,1,1,-,-,-,-
S00105535,53,51,28,23,-,-,-,-,2,2,-,-,-,-
S00105536,41,39,21,18,-,1,-,1,1,1,-,-,-,-
S00105537,44,39,32,7,-,-,-,-,3,3,-,-,-,2
S00105538,49,47,28,19,-,-,-,-,1,1,-,-,-,1
S00105539,41,38,17,21,-,-,-,-,2,2,-,-,-,1
S00105540,72,68,41,27,-,-,-,-,3,1,1,1,-,1
S00105541,49,47,24,23,-,-,-,-,2,2,-,-,-,-
S00105542,47,45,25,20,-,2,1,1,-,-,-,-,-,-
S00105543,49,47,33,14,-,-,-,-,1,1,-,-,-,1
S00105544,43,43,28,15,-,-,-,-,-,-,-,-,-,-
S00105545,46,30,17,13,-,16,2,14,-,-,-,-,-,-
S00105546,47,45,23,22,-,1,-,1,1,1,-,-,-,-
S00105547,42,42,27,15,-,-,-,-,-,-,-,-,-,-
S00105548,69,61,33,28,-,2,1,1,6,6,-,-,-,-
S00105549,67,62,28,34,-,-,-,-,4,4,-,-,-,1
S00105550,49,45,23,22,-,1,1,-,3,3,-,-,-,-
S00105551,45,44,22,22,-,1,-,1,-,-,-,-,-,-
S00105552,43,39,18,21,-,-,-,-,2,2,-,-,-,2
S00105553,54,42,13,29,-,-,-,-,12,12,-,-,-,-
S00105554,64,56,16,40,-,-,-,-,8,8,-,-,-,-
S00105555,44,36,6,30,-,1,-,1,7,6,-,1,-,-
S00105556,53,49,18,31,-,-,-,-,3,2,-,1,-,1
S00105557,27,25,9,16,-,-,-,-,2,2,-,-,-,-
S00105558,73,58,20,36,2,1,-,1,14,12,-,2,-,-
S00105559,77,46,20,26,-,21,-,21,9,7,-,2,-,1
S00105560,62,32,14,18,-,27,1,26,3,3,-,-,-,-
S00105561,54,50,23,27,-,-,-,-,3,3,-,-,-,1
S00105562,41,38,20,18,-,-,-,-,2,1,-,1,-,1
S00105563,72,15,6,8,1,50,3,47,7,7,-,-,-,-
S00105564,65,14,1,13,-,47,1,46,4,3,-,-,1,-
S00105565,65,45,16,29,-,-,-,-,20,19,-,1,-,-
S00105566,60,54,19,34,1,1,-,1,4,4,-,-,-,1
S00105567,49,48,20,28,-,1,-,1,-,-,-,-,-,-
S00105568,30,13,4,9,-,15,-,15,2,2,-,-,-,-
S00105569,73,61,19,42,-,1,-,1,11,11,-,-,-,-
S00105570,26,9,3,6,-,15,-,15,2,2,-,-,-,-
S00105571,59,39,4,35,-,14,-,14,6,6,-,-,-,-
S00105572,60,5,2,3,-,53,1,52,2,2,-,-,-,-
S00105573,60,57,39,18,-,1,-,1,2,2,-,-,-,-
S00105574,83,19,8,11,-,59,1,58,5,4,-,-,1,-
S00105575,65,61,39,22,-,-,-,-,4,4,-,-,-,-
S00105576,47,47,27,20,-,-,-,-,-,-,-,-,-,-
S00105577,53,48,24,24,-,-,-,-,3,2,-,1,-,2
S00105578,41,40,26,14,-,-,-,-,-,-,-,-,-,1
S00105579,43,26,16,10,-,13,11,2,4,4,-,-,-,-
S00105580,45,42,26,16,-,1,1,-,2,1,-,1,-,-
S00105581,55,55,32,23,-,-,-,-,-,-,-,-,-,-
S00105582,48,47,29,18,-,1,-,1,-,-,-,-,-,-
S00105583,46,44,28,16,-,-,-,-,2,1,-,-,1,-
S00105584,46,46,23,23,-,-,-,-,-,-,-,-,-,-
S00105585,47,45,19,26,-,-,-,-,2,2,-,-,-,-
S00105586,51,50,33,17,-,-,-,-,1,-,-,1,-,-
S00105587,45,42,25,17,-,1,-,1,2,1,-,1,-,-
S00105588,55,34,8,25,1,2,-,2,19,14,-,5,-,-
S00105589,45,45,23,22,-,-,-,-,-,-,-,-,-,-
S00105590,42,36,17,19,-,5,-,5,1,1,-,-,-,-
S00105591,54,49,30,19,-,-,-,-,4,3,-,1,-,1
S00105592,52,46,16,30,-,1,-,1,5,4,-,1,-,-
S00105593,47,46,21,25,-,-,-,-,-,-,-,-,-,1
S00105594,53,52,28,24,-,-,-,-,1,1,-,-,-,-
S00105595,40,35,17,18,-,1,-,1,3,3,-,-,-,1
S00105596,51,49,32,17,-,2,1,1,-,-,-,-,-,-
S00105597,50,48,29,19,-,-,-,-,2,2,-,-,-,-
S00105598,46,45,25,20,-,-,-,-,-,-,-,-,-,1
S00105599,40,40,21,19,-,-,-,-,-,-,-,-,-,-
S00105600,38,36,21,15,-,-,-,-,1,1,-,-,-,1
S00105601,52,52,27,25,-,-,-,-,-,-,-,-,-,-
S00105602,49,45,20,25,-,1,-,1,2,2,-,-,-,1
S00105603,55,39,20,18,1,16,2,14,-,-,-,-,-,-
S00105604,57,57,34,23,-,-,-,-,-,-,-,-,-,-
S00105605,47,47,24,23,-,-,-,-,-,-,-,-,-,-
S00105606,55,49,23,26,-,-,-,-,6,4,-,2,-,-
S00105607,49,35,13,22,-,2,-,2,11,9,-,2,-,1
S00105608,40,29,7,22,-,-,-,-,11,10,-,1,-,-
S00105609,37,31,14,17,-,1,-,1,5,3,-,2,-,-
S00105610,36,36,26,10,-,-,-,-,-,-,-,-,-,-
S00105611,27,25,11,14,-,1,-,1,1,1,-,-,-,-
S00105612,62,45,10,34,1,-,-,-,17,17,-,-,-,-
S00105613,59,39,15,23,1,-,-,-,20,19,-,1,-,-
S00105614,25,21,6,15,-,-,-,-,4,4,-,-,-,-
S00105615,54,41,15,26,-,-,-,-,12,11,-,1,-,1
S00105616,44,30,3,26,1,1,-,1,13,12,-,1,-,-
S00105617,75,60,15,44,1,1,1,-,14,13,-,1,-,-
S00105618,63,48,12,36,-,2,2,-,13,11,-,1,1,-
S00105619,39,27,11,16,-,2,1,1,10,8,-,2,-,-
S00105620,43,30,5,25,-,1,1,-,12,12,-,-,-,-
S00105621,51,34,11,23,-,5,1,4,12,12,-,-,-,-
S00105622,46,33,4,27,2,3,-,3,9,8,-,1,-,1
S00105623,41,31,8,22,1,2,2,-,8,8,-,-,-,-
S00105624,56,44,6,38,-,-,-,-,12,12,-,-,-,-
S00105625,38,24,6,18,-,1,-,1,13,13,-,-,-,-
S00105626,46,33,8,25,-,1,-,1,12,11,-,1,-,-
S00105627,39,28,9,18,1,2,-,2,9,9,-,-,-,-
S00105628,70,55,13,41,1,-,-,-,14,13,-,1,-,1
S00105629,53,3,-,3,-,4,2,2,44,5,20,-,19,2
S00105630,59,46,32,14,-,3,2,1,8,7,-,1,-,2
S00105631,26,23,11,12,-,-,-,-,3,2,1,-,-,-
S00105632,35,27,10,17,-,2,1,1,6,4,-,2,-,-
S00105633,50,41,12,29,-,2,2,-,6,6,-,-,-,1
S00105634,55,52,29,23,-,-,-,-,2,1,-,1,-,1
S00105635,61,36,16,19,1,18,16,2,7,7,-,-,-,-
S00105636,54,44,27,17,-,8,8,-,2,2,-,-,-,-
S00105637,51,42,18,24,-,7,7,-,1,1,-,-,-,1
S00105638,41,32,11,21,-,6,6,-,3,2,1,-,-,-
S00105639,54,9,5,4,-,14,9,5,31,7,13,1,10,-
S00105640,41,2,-,2,-,8,-,8,31,2,13,-,16,-
S00105641,67,37,17,20,-,26,26,-,3,3,-,-,-,1
S00105642,55,36,13,23,-,14,9,5,4,4,-,-,-,1
S00105643,60,26,11,15,-,24,22,2,10,6,1,2,1,-
S00105644,45,24,11,13,-,16,16,-,4,4,-,-,-,1
S00105645,36,15,4,11,-,17,16,1,4,4,-,-,-,-
S00105646,49,19,9,10,-,22,22,-,8,6,1,1,-,-
S00105647,68,37,16,21,-,27,26,1,4,4,-,-,-,-
S00105648,63,32,11,21,-,24,23,1,7,5,-,2,-,-
S00105649,75,29,11,18,-,36,34,2,10,9,-,-,1,-
S00105650,66,47,23,24,-,10,6,4,8,8,-,-,-,1
S00105651,50,25,8,17,-,18,17,1,7,4,-,2,1,-
S00105652,49,33,19,14,-,10,4,6,5,4,-,1,-,1
S00105653,41,33,18,15,-,4,4,-,3,3,-,-,-,1
S00105654,49,20,9,11,-,20,20,-,8,7,-,1,-,1
S00105655,38,2,2,-,-,35,2,33,1,1,-,-,-,-
S00105656,33,1,-,1,-,31,1,30,1,-,-,-,1,-
S00105657,64,1,-,1,-,61,2,59,2,1,-,-,1,-
S00105658,63,22,5,15,2,34,12,22,6,6,-,-,-,1
S00105659,41,25,7,18,-,14,11,3,2,1,-,1,-,-
S00105660,40,24,10,13,1,14,3,11,2,1,-,1,-,-
S00105661,59,26,8,18,-,22,20,2,11,10,1,-,-,-
S00105662,29,6,1,3,2,20,1,19,3,1,-,1,1,-
S00105663,56,3,1,2,-,52,3,49,1,-,1,-,-,-
S00105664,35,24,11,13,-,1,1,-,10,9,1,-,-,-
S00105665,56,21,13,7,1,29,7,22,5,5,-,-,-,1
S00105666,42,27,10,17,-,8,8,-,6,4,-,2,-,1
S00105667,52,17,9,8,-,29,29,-,5,5,-,-,-,1
S00105668,48,22,12,10,-,23,23,-,3,3,-,-,-,-
S00105669,60,43,13,29,1,-,-,-,17,16,-,-,1,-
S00105670,40,22,10,12,-,1,-,1,16,16,-,-,-,1
S00105671,44,20,10,10,-,21,19,2,2,1,1,-,-,1
S00105672,49,38,17,21,-,3,3,-,8,8,-,-,-,-
S00105673,48,35,15,20,-,2,1,1,11,10,-,-,1,-
S00105674,56,43,15,28,-,2,-,2,11,10,1,-,-,-
S00105675,55,32,12,20,-,6,1,5,17,14,1,-,2,-
S00105676,45,34,8,26,-,3,2,1,8,7,-,1,-,-
S00105677,47,37,18,19,-,5,3,2,5,3,-,2,-,-
S00105678,51,44,14,30,-,-,-,-,6,5,-,1,-,1
S00105679,52,31,16,15,-,1,-,1,18,17,-,1,-,2
S00105680,43,32,12,20,-,-,-,-,11,11,-,-,-,-
S00105681,35,29,11,18,-,1,1,-,5,5,-,-,-,-
S00105682,66,44,18,26,-,3,1,2,19,15,-,4,-,-
S00105683,74,59,14,45,-,6,4,2,8,7,-,1,-,1
S00105684,58,34,15,19,-,16,16,-,7,5,-,1,1,1
S00105685,54,37,16,21,-,10,10,-,5,5,-,-,-,2
S00105686,46,23,12,10,1,20,8,12,3,2,-,-,1,-
S00105687,54,37,17,20,-,6,3,3,11,10,-,1,-,-
S00105688,66,52,41,11,-,9,8,1,2,2,-,-,-,3
S00105689,41,33,18,15,-,4,4,-,3,3,-,-,-,1
S00105690,54,51,31,20,-,-,-,-,2,1,-,1,-,1
S00105691,42,39,21,18,-,-,-,-,3,3,-,-,-,-
S00105692,52,51,27,24,-,1,1,-,-,-,-,-,-,-
S00105693,47,47,23,24,-,-,-,-,-,-,-,-,-,-
S00105694,70,69,26,43,-,-,-,-,1,1,-,-,-,-
S00105695,33,32,15,17,-,-,-,-,1,1,-,-,-,-
S00105696,38,31,15,16,-,-,-,-,7,5,-,2,-,-
S00105697,65,55,14,41,-,2,-,2,8,8,-,-,-,-
S00105698,52,51,40,11,-,-,-,-,1,1,-,-,-,-
S00105699,50,38,19,19,-,-,-,-,12,12,-,-,-,-
S00105700,50,45,28,17,-,1,1,-,3,3,-,-,-,1
S00105701,51,43,31,12,-,7,-,7,1,1,-,-,-,-
S00105702,28,26,12,14,-,-,-,-,2,1,1,-,-,-
S00105703,54,51,24,27,-,-,-,-,3,3,-,-,-,-
S00105704,41,41,21,20,-,-,-,-,-,-,-,-,-,-
