oa_code,All households,Owned,Owned: Owned outright,Owned: Owned with a mortgage or loan,Owned: Shared ownership (part owned and part rented),Social rented,Social rented: Rented from council (Local authority),Social rented: Other social rented,Private rented,Private rented: Private landlord or letting agency,Private rented: Employer of a household member,Private rented: Relative or friend of a household member,Private rented: Other,Living rent free
S00089373,56,31,15,16,-,-,-,-,25,21,-,4,-,-
S00089374,32,29,11,18,-,1,1,-,1,-,-,1,-,1
S00089375,74,73,47,26,-,-,-,-,1,1,-,-,-,-
S00089376,71,68,47,21,-,-,-,-,2,2,-,-,-,1
S00089377,40,35,22,13,-,2,1,1,2,2,-,-,-,1
S00089378,41,36,24,12,-,-,-,-,3,3,-,-,-,2
S00089379,75,71,51,20,-,-,-,-,3,2,-,1,-,1
S00089380,64,62,34,28,-,-,-,-,2,2,-,-,-,-
S00089381,46,41,26,15,-,-,-,-,2,2,-,-,-,3
S00089382,59,55,38,17,-,1,1,-,2,2,-,-,-,1
S00089383,48,47,34,13,-,-,-,-,1,1,-,-,-,-
S00089384,47,40,16,24,-,-,-,-,7,6,-,1,-,-
S00089385,72,56,33,23,-,2,2,-,13,11,1,1,-,1
S00089386,76,66,49,17,-,-,-,-,8,8,-,-,-,2
S00089387,66,62,49,13,-,-,-,-,4,4,-,-,-,-
S00089388,56,52,24,28,-,1,1,-,2,1,1,-,-,1
S00089389,44,43,30,13,-,1,1,-,-,-,-,-,-,-
S00089390,42,31,20,11,-,5,5,-,4,1,-,2,1,2
S00089391,72,24,16,8,-,40,40,-,6,6,-,-,-,2
S00089392,46,8,7,1,-,38,37,1,-,-,-,-,-,-
S00089393,46,7,6,1,-,31,31,-,8,7,-,1,-,-
S00089394,44,9,6,3,-,34,33,1,1,1,-,-,-,-
S00089395,71,34,20,14,-,36,35,1,-,-,-,-,-,1
S00089396,61,10,2,8,-,45,44,1,5,5,-,-,-,1
S00089397,44,34,19,15,-,7,7,-,3,3,-,-,-,-
S00089398,46,43,32,11,-,1,1,-,2,2,-,-,-,-
S00089399,43,2,2,-,-,39,39,-,1,-,-,1,-,1
S00089400,47,39,22,17,-,-,-,-,7,7,-,-,-,1
S00089401,42,22,13,9,-,18,18,-,2,2,-,-,-,-
S00089402,53,33,13,20,-,15,15,-,5,2,-,3,-,-
S00089403,41,36,23,13,-,-,-,-,4,3,1,-,-,1
S00089404,42,42,34,8,-,-,-,-,-,-,-,-,-,-
S00089405,44,38,25,13,-,1,1,-,5,5,-,-,-,-
S00089406,51,47,24,23,-,2,2,-,2,2,-,-,-,-
S00089407,62,32,17,15,-,21,20,1,8,5,1,2,-,1
S00089408,49,42,23,19,-,1,-,1,3,1,-,2,-,3
S00089409,49,39,16,23,-,2,2,-,8,7,-,1,-,-
S00089410,41,40,18,22,-,-,-,-,-,-,-,-,-,1
S00089411,34,32,19,13,-,-,-,-,2,2,-,-,-,-
S00089412,76,73,47,26,-,-,-,-,3,3,-,-,-,-
S00089413,66,61,33,28,-,-,-,-,3,3,-,-,-,2
S00089414,41,33,17,16,-,7,7,-,1,1,-,-,-,-
S00089415,44,32,14,18,-,10,10,-,1,1,-,-,-,1
S00089416,54,46,28,18,-,3,3,-,5,5,-,-,-,-
S00089417,53,48,32,16,-,2,2,-,3,3,-,-,-,-
S00089418,55,48,30,18,-,-,-,-,6,6,-,-,-,1
S00089419,56,40,17,23,-,4,4,-,12,12,-,-,-,-
S00089420,59,52,27,25,-,-,-,-,7,7,-,-,-,-
S00089421,63,58,26,32,-,1,1,-,4,4,-,-,-,-
S00089422,54,47,31,16,-,-,-,-,7,6,-,1,-,-
S00089423,59,57,27,30,-,-,-,-,2,2,-,-,-,-
S00089424,52,44,26,18,-,1,1,-,5,5,-,-,-,2
S00089425,65,52,27,25,-,-,-,-,13,12,1,-,-,-
S00089426,66,46,12,34,-,-,-,-,20,20,-,-,-,-
S00089427,30,28,17,11,-,1,1,-,1,1,-,-,-,-
S00089428,43,26,12,14,-,2,2,-,12,9,-,3,-,3
S00089429,53,49,32,17,-,-,-,-,4,4,-,-,-,-
S00089430,66,60,47,13,-,2,2,-,4,2,-,2,-,-
S00089431,33,23,13,10,-,1,1,-,9,7,1,1,-,-
S00089432,26,21,17,4,-,-,-,-,4,4,-,-,-,1
S00089433,48,34,20,14,-,1,1,-,12,9,-,3,-,1
S00089434,27,22,14,8,-,-,-,-,3,3,-,-,-,2
S00089435,48,43,25,18,-,-,-,-,5,5,-,-,-,-
S00089436,48,47,30,17,-,-,-,-,1,1,-,-,-,-
S00089437,55,50,35,15,-,-,-,-,5,4,1,-,-,-
S00089438,54,49,34,15,-,1,1,-,3,3,-,-,-,1
S00089439,44,41,30,11,-,-,-,-,3,3,-,-,-,-
S00089440,22,19,12,7,-,-,-,-,2,2,-,-,-,1
S00089441,44,10,6,4,-,28,28,-,5,4,-,1,-,1
S00089442,61,54,36,18,-,-,-,-,6,5,-,1,-,1
S00089443,36,22,9,13,-,2,2,-,10,8,-,2,-,2
S00089444,75,31,6,25,-,1,1,-,41,40,-,1,-,2
S00089445,72,26,4,22,-,2,2,-,42,37,-,5,-,2
S00089446,50,20,4,14,2,5,5,-,25,20,-,5,-,-
S00089447,47,24,1,22,1,-,-,-,21,19,-,2,-,2
S00089448,52,19,1,17,1,6,6,-,26,23,-,3,-,1
S00089449,80,25,6,19,-,17,15,2,38,34,-,4,-,-
S00089450,43,8,5,3,-,30,27,3,5,5,-,-,-,-
S00089451,61,12,2,10,-,40,39,1,8,6,1,1,-,1
S00089452,76,7,2,5,-,63,36,27,5,5,-,-,-,1
S00089453,78,15,2,13,-,41,6,35,19,16,-,2,1,3
S00089454,47,17,7,10,-,26,4,22,4,4,-,-,-,-
S00089455,66,11,4,7,-,47,29,18,7,5,-,2,-,1
S00089456,77,32,15,17,-,26,26,-,17,15,-,2,-,2
S00089457,54,24,6,18,-,6,5,1,23,19,-,4,-,1
S00089458,46,15,3,12,-,6,5,1,24,23,-,-,1,1
S00089459,39,18,2,16,-,-,-,-,19,18,-,1,-,2
S00089460,75,3,2,1,-,70,69,1,2,-,-,1,1,-
S00089461,76,24,11,12,1,26,26,-,25,22,-,3,-,1
S00089462,57,15,4,11,-,15,15,-,27,26,-,1,-,-
S00089463,70,24,4,20,-,14,13,1,31,24,-,7,-,1
S00089464,67,40,13,25,2,1,1,-,25,22,-,3,-,1
S00089465,57,32,8,24,-,1,-,1,22,14,-,8,-,2
S00089466,33,14,2,11,1,2,2,-,15,13,-,2,-,2
S00089467,49,14,1,12,1,12,3,9,22,16,-,4,2,1
S00089468,41,3,-,2,1,20,20,-,18,16,-,2,-,-
S00089469,50,17,3,11,3,16,5,11,16,13,-,3,-,1
S00089470,41,21,8,13,-,2,2,-,17,15,-,2,-,1
S00089471,42,18,7,11,-,1,1,-,23,20,-,3,-,-
S00089472,46,12,4,8,-,27,27,-,5,5,-,-,-,2
S00089473,59,28,2,26,-,13,13,-,16,16,-,-,-,2
S00089474,94,14,4,9,1,49,41,8,31,29,1,1,-,-
S00089475,43,16,8,8,-,3,3,-,22,22,-,-,-,2
S00089476,37,15,5,10,-,9,9,-,13,12,-,1,-,-
S00089477,58,21,5,16,-,1,1,-,36,29,-,7,-,-
S00089478,54,16,2,12,2,1,1,-,35,32,-,3,-,2
S00089479,42,13,4,9,-,3,1,2,26,20,-,6,-,-
S00089480,40,16,6,10,-,-,-,-,24,21,-,3,-,-
S00089481,61,16,4,12,-,-,-,-,41,36,-,5,-,4
S00089482,48,31,8,23,-,3,3,-,14,13,-,1,-,-
S00089483,46,17,9,8,-,2,2,-,27,23,-,4,-,-
S00089484,63,10,3,7,-,40,37,3,12,8,-,4,-,1
S00089485,42,11,1,10,-,5,5,-,26,25,-,1,-,-
S00089486,72,34,23,11,-,28,27,1,8,7,-,-,1,2
S00089487,55,25,11,13,1,16,16,-,9,9,-,-,-,5
S00089488,63,31,18,13,-,20,20,-,11,10,-,1,-,1
S00089489,79,28,10,18,-,1,1,-,48,43,-,5,-,2
S00089490,79,26,10,16,-,21,20,1,30,25,-,5,-,2
S00089491,46,28,9,17,2,3,1,2,14,12,-,2,-,1
S00089492,51,19,7,12,-,28,27,1,4,4,-,-,-,-
S00089493,40,10,5,4,1,21,20,1,7,7,-,-,-,2
S00089494,51,8,6,2,-,40,39,1,3,1,1,1,-,-
S00089495,43,11,8,3,-,22,21,1,10,10,-,-,-,-
S00089496,48,11,6,5,-,30,30,-,7,7,-,-,-,-
S00089497,70,35,18,15,2,2,2,-,31,25,2,3,1,2
S00089498,57,12,2,9,1,43,43,-,2,2,-,-,-,-
S00089499,36,7,3,4,-,29,29,-,-,-,-,-,-,-
S00089500,46,14,5,9,-,21,21,-,11,9,-,2,-,-
S00089501,68,4,1,3,-,56,56,-,7,7,-,-,-,1
S00089502,65,10,4,6,-,49,47,2,5,5,-,-,-,1
S00089503,56,1,1,-,-,55,54,1,-,-,-,-,-,-
S00089504,52,2,2,-,-,50,50,-,-,-,-,-,-,-
S00089505,50,-,-,-,-,50,50,-,-,-,-,-,-,-
S00089506,48,5,5,-,-,40,40,-,3,3,-,-,-,-
S00089507,52,6,4,2,-,41,40,1,4,3,1,-,-,1
S00089508,53,13,6,7,-,38,38,-,-,-,-,-,-,2
S00089509,31,3,1,2,-,25,1,24,3,2,-,1,-,-
S00089510,55,3,1,2,-,50,48,2,2,1,-,1,-,-
S00089511,44,4,1,3,-,35,28,7,5,4,-,1,-,-
S00089512,42,2,1,-,1,38,5,33,2,2,-,-,-,-
S00089513,63,17,6,11,-,38,37,1,8,7,-,1,-,-
S00089514,40,4,1,3,-,34,31,3,2,2,-,-,-,-
S00089515,62,23,15,8,-,19,2,17,18,16,2,-,-,2
S00089516,64,17,5,11,1,35,8,27,9,4,4,1,-,3
S00089517,52,8,5,3,-,28,28,-,16,14,1,-,1,-
S00089518,101,41,37,2,2,54,53,1,4,3,-,1,-,2
S00089519,53,44,31,13,-,6,6,-,-,-,-,-,-,3
S00089520,42,40,25,15,-,-,-,-,1,-,-,1,-,1
S00089521,71,64,40,19,5,-,-,-,7,5,-,2,-,-
S00089522,52,47,23,24,-,-,-,-,4,3,-,1,-,1
S00089523,47,28,16,12,-,14,13,1,5,4,-,1,-,-
S00089524,56,34,16,18,-,10,10,-,8,7,-,1,-,4
S00089525,39,23,15,7,1,11,11,-,5,5,-,-,-,-
S00089526,75,4,2,2,-,69,69,-,1,1,-,-,-,1
S00089527,75,12,5,7,-,63,63,-,-,-,-,-,-,-
S00089528,64,24,15,9,-,33,31,2,7,7,-,-,-,-
S00089529,58,26,13,12,1,19,19,-,11,9,1,1,-,2
S00089530,36,22,7,15,-,8,8,-,6,5,-,1,-,-
S00089531,44,24,12,12,-,13,13,-,6,5,-,1,-,1
S00089532,58,34,14,20,-,13,13,-,10,9,-,1,-,1
S00089533,40,15,5,10,-,19,19,-,6,4,-,2,-,-
S00089534,59,32,17,15,-,18,18,-,9,9,-,-,-,-
S00089535,42,18,8,10,-,15,15,-,8,7,-,1,-,1
S00089536,64,27,14,13,-,33,33,-,4,4,-,-,-,-
S00089537,37,25,8,16,1,9,9,-,3,3,-,-,-,-
S00089538,38,21,11,9,1,10,10,-,3,3,-,-,-,4
S00089539,41,17,4,13,-,21,21,-,3,2,-,1,-,-
S00089540,48,15,3,12,-,28,27,1,5,5,-,-,-,-
S00089541,44,21,10,11,-,17,17,-,6,6,-,-,-,-
S00089542,83,56,8,48,-,2,1,1,22,18,-,4,-,3
S00089543,54,2,2,-,-,47,47,-,5,3,-,2,-,-
S00089544,52,11,2,8,1,33,31,2,8,8,-,-,-,-
S00089545,55,-,-,-,-,55,53,2,-,-,-,-,-,-
S00089546,47,12,7,5,-,28,28,-,7,5,-,2,-,-
S00089547,69,36,12,24,-,27,27,-,6,5,-,1,-,-
S00089548,104,26,2,21,3,58,45,13,19,17,-,1,1,1
S00089549,61,22,5,16,1,34,34,-,3,2,-,1,-,2
S00089550,50,24,9,15,-,22,22,-,4,4,-,-,-,-
S00089551,60,16,4,12,-,37,36,1,7,7,-,-,-,-
S00089552,35,9,1,8,-,2,1,1,23,21,-,2,-,1
S00089553,36,25,6,18,1,2,2,-,9,9,-,-,-,-
S00089554,41,11,3,8,-,22,21,1,8,8,-,-,-,-
S00089555,71,49,26,23,-,11,11,-,11,8,-,3,-,-
S00089556,46,41,15,26,-,3,1,2,2,2,-,-,-,-
S00089557,95,13,3,10,-,60,2,58,20,16,2,2,-,2
S00089558,58,33,14,19,-,16,3,13,9,6,-,3,-,-
S00089559,70,39,13,24,2,18,18,-,12,10,-,1,1,1
S00089560,53,28,9,19,-,12,-,12,11,9,-,2,-,2
S00089561,41,21,9,12,-,7,7,-,12,12,-,-,-,1
S00089562,62,35,12,23,-,17,17,-,9,7,-,1,1,1
S00089563,40,21,12,9,-,11,11,-,8,7,-,1,-,-
S00089564,45,24,13,11,-,9,9,-,12,9,-,3,-,-
S00089565,71,41,15,26,-,16,15,1,14,13,-,1,-,-
S00089566,68,41,16,25,-,10,10,-,15,12,-,3,-,2
S00089567,62,7,-,6,1,52,52,-,2,2,-,-,-,1
S00089568,64,15,4,11,-,41,40,1,8,8,-,-,-,-
S00089569,74,11,5,6,-,59,59,-,4,4,-,-,-,-
S00089570,54,5,2,3,-,44,44,-,5,5,-,-,-,-
S00089571,61,41,16,25,-,2,2,-,18,16,-,2,-,-
S00089572,41,36,21,15,-,-,-,-,5,5,-,-,-,-
S00089573,48,23,8,15,-,15,15,-,10,8,-,2,-,-
S00089574,46,17,2,14,1,7,7,-,22,18,-,4,-,-
S00089575,35,30,16,14,-,-,-,-,5,4,-,1,-,-
S00089576,53,42,13,29,-,1,1,-,10,9,-,1,-,-
S00089577,37,2,-,2,-,34,31,3,1,1,-,-,-,-
S00089578,41,2,1,1,-,36,36,-,3,3,-,-,-,-
S00089579,38,1,-,1,-,31,30,1,6,5,-,1,-,-
S00089580,44,-,-,-,-,43,43,-,1,1,-,-,-,-
S00089581,35,2,-,2,-,31,30,1,2,2,-,-,-,-
S00089582,53,3,1,2,-,47,47,-,3,1,-,2,-,-
S00089583,77,15,8,7,-,56,48,8,5,5,-,-,-,1
S00089584,38,3,-,3,-,33,33,-,2,2,-,-,-,-
S00089585,59,31,16,15,-,20,2,18,8,5,-,3,-,-
S00089586,43,4,3,1,-,34,33,1,5,5,-,-,-,-
S00089587,43,17,10,7,-,19,5,14,7,6,-,1,-,-
S00089588,45,40,29,11,-,2,2,-,3,3,-,-,-,-
S00089589,40,39,24,15,-,1,1,-,-,-,-,-,-,-
S00089590,53,41,19,22,-,4,4,-,5,4,-,1,-,3
S00089591,45,13,9,4,-,26,26,-,6,6,-,-,-,-
S00089592,47,3,1,2,-,41,41,-,3,3,-,-,-,-
S00089593,53,24,12,12,-,28,28,-,1,-,1,-,-,-
S00089594,30,2,-,1,1,27,27,-,1,1,-,-,-,-
S00089595,48,23,9,14,-,17,17,-,8,8,-,-,-,-
S00089596,47,41,17,23,1,2,2,-,3,3,-,-,-,1
S00089597,45,4,1,3,-,41,39,2,-,-,-,-,-,-
S00089598,35,1,-,1,-,31,30,1,3,3,-,-,-,-
S00089599,64,5,1,4,-,55,54,1,4,3,-,1,-,-
S00089600,28,1,-,1,-,25,25,-,2,2,-,-,-,-
S00089601,37,12,4,8,-,19,19,-,6,4,-,2,-,-
S00089602,74,10,6,4,-,61,61,-,3,3,-,-,-,-
S00089603,49,15,10,5,-,28,28,-,6,6,-,-,-,-
S00089604,43,10,3,7,-,31,31,-,2,1,-,1,-,-
S00089605,76,23,8,14,1,47,47,-,6,5,-,1,-,-
S00089606,68,15,7,8,-,46,39,7,7,6,-,1,-,-
S00089607,49,5,2,3,-,25,25,-,19,3,13,-,3,-
S00089608,39,6,3,3,-,32,32,-,-,-,-,-,-,1
S00089609,45,1,-,1,-,39,39,-,5,2,-,-,3,-
S00089610,69,11,5,6,-,55,26,29,3,3,-,-,-,-
S00089611,58,14,6,8,-,43,42,1,1,1,-,-,-,-
S00089612,42,3,1,1,1,39,39,-,-,-,-,-,-,-
S00089613,30,18,10,8,-,7,7,-,5,5,-,-,-,-
S00089614,72,13,5,7,1,58,57,1,1,-,-,1,-,-
S00089615,55,16,2,14,-,39,39,-,-,-,-,-,-,-
S00089616,69,6,2,2,2,60,59,1,3,2,-,-,1,-
S00089617,69,1,-,1,-,66,66,-,2,2,-,-,-,-
S00089618,58,1,-,-,1,55,52,3,2,1,-,-,1,-
S00089619,63,4,3,1,-,58,57,1,1,1,-,-,-,-
S00089620,69,10,4,1,5,59,59,-,-,-,-,-,-,-
S00089621,43,2,2,-,-,41,41,-,-,-,-,-,-,-
S00089622,45,24,13,11,-,17,16,1,3,3,-,-,-,1
S00089623,48,24,11,13,-,21,20,1,3,3,-,-,-,-
S00089624,36,21,12,9,-,2,2,-,12,8,-,3,1,1
S00089625,43,27,13,13,1,3,3,-,12,11,-,1,-,1
S00089626,61,29,9,17,3,1,1,-,31,22,-,8,1,-
S00089627,46,19,8,11,-,4,4,-,22,21,-,1,-,1
S00089628,71,26,6,20,-,10,10,-,34,30,-,4,-,1
S00089629,65,8,-,8,-,47,46,1,10,7,-,2,1,-
S00089630,30,6,1,5,-,18,18,-,6,6,-,-,-,-
S00089631,52,3,-,3,-,37,34,3,11,11,-,-,-,1
S00089632,48,5,4,1,-,36,36,-,7,7,-,-,-,-
S00089633,79,14,3,10,1,42,38,4,22,21,-,1,-,1
S00089634,46,33,24,9,-,2,2,-,11,9,-,2,-,-
S00089635,34,8,2,6,-,4,2,2,20,16,1,3,-,2
S00089636,50,40,24,16,-,1,1,-,7,5,-,2,-,2
S00089637,40,14,6,8,-,5,5,-,19,17,-,1,1,2
S00089638,47,25,11,14,-,3,3,-,18,15,1,2,-,1
S00089639,61,22,7,15,-,8,8,-,29,24,1,4,-,2
S00089640,66,35,15,20,-,2,2,-,24,20,1,2,1,5
S00089641,38,7,2,5,-,9,8,1,21,18,-,3,-,1
S00089642,36,9,3,6,-,7,7,-,20,20,-,-,-,-
S00089643,67,18,7,9,2,20,19,1,26,24,-,2,-,3
S00089644,73,12,1,10,1,49,49,-,11,11,-,-,-,1
S00089645,66,10,4,6,-,43,42,1,12,11,-,1,-,1
S00089646,81,30,16,13,1,29,29,-,20,17,-,3,-,2
S00089647,66,18,8,10,-,-,-,-,46,43,-,3,-,2
S00089648,31,14,6,7,1,-,-,-,17,13,1,3,-,-
S00089649,50,17,10,7,-,22,22,-,11,9,-,2,-,-
S00089650,60,21,11,9,1,7,7,-,29,21,4,4,-,3
S00089651,64,18,9,9,-,2,2,-,43,16,20,1,6,1
S00089652,54,25,13,12,-,-,-,-,27,25,-,2,-,2
S00089653,59,11,3,7,1,7,3,4,37,30,-,6,1,4
S00089654,41,15,10,4,1,-,-,-,25,22,-,2,1,1
S00089655,29,9,5,4,-,-,-,-,20,19,1,-,-,-
S00089656,53,5,1,4,-,2,-,2,43,26,11,3,3,3
S00089657,31,23,10,13,-,-,-,-,7,6,-,1,-,1
S00089658,74,31,11,20,-,4,4,-,37,33,-,4,-,2
S00089659,48,23,6,15,2,1,1,-,23,23,-,-,-,1
S00089660,60,22,8,14,-,9,1,8,29,25,-,4,-,-
S00089661,91,17,3,14,-,36,26,10,35,33,1,1,-,3
S00089662,50,19,9,10,-,12,12,-,17,17,-,-,-,2
S00089663,70,19,4,15,-,18,18,-,33,30,-,3,-,-
S00089664,41,11,7,3,1,24,23,1,6,4,-,1,1,-
S00089665,64,30,8,22,-,-,-,-,30,25,-,5,-,4
S00089666,50,24,5,19,-,1,1,-,24,21,-,3,-,1
S00089667,44,13,5,8,-,19,2,17,12,11,-,1,-,-
S00089668,61,16,7,9,-,29,28,1,15,14,-,1,-,1
S00089669,66,17,2,14,1,4,3,1,42,42,-,-,-,3
S00089670,38,5,2,3,-,5,-,5,28,27,-,1,-,-
S00089671,46,22,5,17,-,5,5,-,19,16,-,2,1,-
S00089672,86,2,1,1,-,82,1,81,2,2,-,-,-,-
S00089673,78,5,2,2,1,68,65,3,5,5,-,-,-,-
S00089674,80,20,3,17,-,25,2,23,35,27,-,8,-,-
S00089675,78,34,12,22,-,1,-,1,40,35,-,5,-,3
S00089676,49,17,4,13,-,12,10,2,18,13,-,4,1,2
S00089677,72,31,3,27,1,-,-,-,38,34,-,4,-,3
S00089678,36,15,3,11,1,1,1,-,20,18,-,2,-,-
S00089679,82,28,6,22,-,14,9,5,40,38,-,2,-,-
S00089680,83,34,12,22,-,22,8,14,26,25,-,1,-,1
S00089681,57,33,12,21,-,2,1,1,22,20,-,2,-,-
S00089682,33,12,4,7,1,-,-,-,21,21,-,-,-,-
S00089683,46,21,10,11,-,3,3,-,20,16,-,4,-,2
S00089684,50,31,8,23,-,3,2,1,16,14,1,1,-,-
S00089685,65,26,7,19,-,14,8,6,24,23,-,1,-,1
S00089686,25,17,8,9,-,1,1,-,7,5,-,2,-,-
S00089687,46,18,7,10,1,5,3,2,23,20,-,3,-,-
S00089688,51,28,13,14,1,5,4,1,18,17,-,1,-,-
S00089689,42,24,11,13,-,13,13,-,5,5,-,-,-,-
S00089690,69,57,38,19,-,1,1,-,10,6,-,4,-,1
S00089691,68,39,19,20,-,21,20,1,7,7,-,-,-,1
S00089692,25,19,12,7,-,-,-,-,6,4,-,2,-,-
S00089693,28,21,10,10,1,1,1,-,5,4,-,1,-,1
S00089694,57,35,7,28,-,1,1,-,19,18,-,1,-,2
S00089695,58,45,21,24,-,1,1,-,11,10,-,1,-,1
S00089696,62,48,13,34,1,2,2,-,10,8,-,2,-,2
S00089697,36,27,7,19,1,2,2,-,7,7,-,-,-,-
S00089698,47,39,20,19,-,-,-,-,8,8,-,-,-,-
S00089699,32,16,7,9,-,1,1,-,14,8,-,6,-,1
S00089700,51,39,16,23,-,-,-,-,11,10,-,1,-,1
S00089701,44,31,8,23,-,1,-,1,12,9,-,3,-,-
S00089702,30,12,2,10,-,4,-,4,14,14,-,-,-,-
S00089703,56,52,27,25,-,-,-,-,4,4,-,-,-,-
S00089704,49,43,24,19,-,-,-,-,6,6,-,-,-,-
S00089705,42,38,18,20,-,1,1,-,2,2,-,-,-,1
S00089706,54,47,21,26,-,2,1,1,5,4,-,1,-,-
S00089707,48,5,4,1,-,41,4,37,2,1,-,-,1,-
S00089708,39,22,9,13,-,13,13,-,4,3,-,1,-,-
S00089709,40,39,26,13,-,-,-,-,1,-,-,1,-,-
S00089710,72,45,26,19,-,21,20,1,5,4,-,-,1,1
S00089711,71,40,24,16,-,20,19,1,10,5,-,5,-,1
S00089712,50,47,34,13,-,-,-,-,2,2,-,-,-,1
S00089713,48,46,31,15,-,-,-,-,2,1,-,1,-,-
S00089714,60,51,29,21,1,1,-,1,6,6,-,-,-,2
S00089715,39,34,13,21,-,-,-,-,5,5,-,-,-,-
S00089716,56,11,5,5,1,37,1,36,7,6,-,-,1,1
S00089717,64,56,39,17,-,1,1,-,5,4,-,1,-,2
S00089718,63,58,23,35,-,-,-,-,5,5,-,-,-,-
S00089719,76,62,32,30,-,-,-,-,14,13,1,-,-,-
S00089720,64,51,23,28,-,4,4,-,9,8,-,1,-,-
S00089721,63,38,21,17,-,-,-,-,24,10,11,1,2,1
S00089722,55,41,22,19,-,1,1,-,13,13,-,-,-,-
S00089723,23,13,9,4,-,-,-,-,10,10,-,-,-,-
S00089724,42,34,18,16,-,-,-,-,8,6,-,2,-,-
S00089725,41,29,11,18,-,-,-,-,11,9,-,1,1,1
S00089726,53,44,22,22,-,-,-,-,8,7,-,1,-,1
S00089727,50,32,14,18,-,1,1,-,13,10,-,3,-,4
S00089728,46,36,16,20,-,1,-,1,8,3,1,4,-,1
S00089729,76,60,32,28,-,-,-,-,16,16,-,-,-,-
S00089730,58,30,9,21,-,-,-,-,26,24,-,2,-,2
S00089731,49,41,24,17,-,-,-,-,7,7,-,-,-,1
S00089732,84,71,51,20,-,1,1,-,9,7,-,1,1,3
S00089733,56,27,8,19,-,14,2,12,14,13,-,1,-,1
S00089734,52,30,17,13,-,17,1,16,5,5,-,-,-,-
S00089735,41,22,2,20,-,-,-,-,18,17,-,1,-,1
S00089736,54,28,11,17,-,-,-,-,22,22,-,-,-,4
S00089737,50,30,15,15,-,1,-,1,17,14,-,3,-,2
S00089738,41,26,16,10,-,2,-,2,9,9,-,-,-,4
S00089739,39,36,24,12,-,2,2,-,1,1,-,-,-,-
S00089740,70,50,27,23,-,1,1,-,18,16,-,2,-,1
S00089741,45,40,26,14,-,1,1,-,4,4,-,-,-,-
S00089742,53,44,22,22,-,1,1,-,8,7,-,-,1,-
S00089743,57,49,24,25,-,-,-,-,6,6,-,-,-,2
S00089744,38,36,26,10,-,-,-,-,2,1,-,1,-,-
S00089745,55,42,21,21,-,1,1,-,11,11,-,-,-,1
S00089746,53,41,19,22,-,1,1,-,7,7,-,-,-,4
S00089747,44,37,16,20,1,2,2,-,5,5,-,-,-,-
S00089748,46,39,9,30,-,1,1,-,5,5,-,-,-,1
S00089749,26,20,9,10,1,1,1,-,4,4,-,-,-,1
S00089750,63,27,11,16,-,1,-,1,34,33,1,-,-,1
S00089751,44,33,19,14,-,-,-,-,11,11,-,-,-,-
S00089752,41,35,17,18,-,-,-,-,6,6,-,-,-,-
S00089753,53,45,22,23,-,1,1,-,6,6,-,-,-,1
S00089754,49,35,8,27,-,2,2,-,11,10,-,1,-,1
S00089755,28,21,9,12,-,-,-,-,7,7,-,-,-,-
S00089756,37,25,7,18,-,1,1,-,10,9,-,1,-,1
S00089757,64,33,12,21,-,2,2,-,27,24,-,3,-,2
S00089758,55,41,27,14,-,-,-,-,11,11,-,-,-,3
S00089759,68,56,34,22,-,1,1,-,10,9,-,1,-,1
S00089760,53,24,10,14,-,2,2,-,26,24,-,2,-,1
S00089761,22,17,7,10,-,-,-,-,4,4,-,-,-,1
S00089762,70,36,18,17,1,2,2,-,32,31,-,1,-,-
S00089763,59,43,23,20,-,1,-,1,14,14,-,-,-,1
S00089764,58,49,25,24,-,2,2,-,7,7,-,-,-,-
S00089765,52,44,16,28,-,1,-,1,6,6,-,-,-,1
S00089766,63,36,12,24,-,7,7,-,20,18,-,2,-,-
S00089767,39,22,5,17,-,3,2,1,14,14,-,-,-,-
S00089768,39,21,6,15,-,1,1,-,17,13,-,4,-,-
S00089769,36,14,4,10,-,-,-,-,21,21,-,-,-,1
S00089770,52,28,8,20,-,-,-,-,24,23,-,1,-,-
S00089771,64,31,11,19,1,5,5,-,27,26,-,1,-,1
S00089772,62,28,9,19,-,2,2,-,31,29,-,2,-,1
S00089773,71,34,8,26,-,10,9,1,27,27,-,-,-,-
S00089774,53,17,7,10,-,3,3,-,32,30,-,2,-,1
S00089775,54,29,9,20,-,-,-,-,24,23,-,1,-,1
S00089776,66,30,9,20,1,3,2,1,31,27,-,4,-,2
S00089777,59,28,5,22,1,3,2,1,28,27,-,1,-,-
S00089778,75,26,6,18,2,30,30,-,19,18,-,1,-,-
S00089779,66,20,7,13,-,27,27,-,19,18,-,1,-,-
S00089780,55,14,5,8,1,13,3,10,27,27,-,-,-,1
S00089781,69,41,8,33,-,5,4,1,21,20,-,1,-,2
S00089782,56,34,4,29,1,3,3,-,18,15,-,2,1,1
S00089783,57,53,47,-,6,1,1,-,2,2,-,-,-,1
S00089784,37,19,5,13,1,3,3,-,15,15,-,-,-,-
S00089785,64,6,1,5,-,49,47,2,9,9,-,-,-,-
S00089786,38,6,2,4,-,30,30,-,2,2,-,-,-,-
S00089787,55,26,6,19,1,3,3,-,26,23,-,3,-,-
S00089788,37,21,6,15,-,-,-,-,16,14,-,2,-,-
S00089789,71,35,11,24,-,7,4,3,29,25,-,4,-,-
S00089790,95,51,14,28,9,27,27,-,17,15,-,2,-,-
S00089791,42,19,5,14,-,16,16,-,6,6,-,-,-,1
